student_id,cluster,Strength,Risk,Report
pjxwxxbj993,2,atten_vector_data.xlsx,成绩_vector_variable.csv,"属于2类。强项:atten_vector_data.xlsx, 风险:成绩_vector_variable.csv。"
pjxwxxbj995,3,选课_vector_variable.csv,体能_vector_variable.csv,"属于3类。强项:选课_vector_variable.csv, 风险:体能_vector_variable.csv。"
pjxwzxbj985,0,学科竞赛_vector_composite.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxwzxbj986,3,学生签到_特征向量.csv,线上学习_vector_composite.csv,"属于3类。强项:学生签到_特征向量.csv, 风险:线上学习_vector_composite.csv。"
pjxwzxbj987,3,作业提交_vector_composite.csv,讨论记录_特征向量_vector.xlsx,"属于3类。强项:作业提交_vector_composite.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxwzxbj988,2,student_behavior_vector.xlsx,社团活动_特征向量_vector.xlsx,"属于2类。强项:student_behavior_vector.xlsx, 风险:社团活动_特征向量_vector.xlsx。"
pjxwzxbj989,3,student_behavior_vector.xlsx,作业提交_vector_composite.csv,"属于3类。强项:student_behavior_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxwzxbj990,0,Scholarship_vector.csv,作业提交_vector_composite.csv,"属于0类。强项:Scholarship_vector.csv, 风险:作业提交_vector_composite.csv。"
pjxwzxbj993,3,作业提交_vector_composite.csv,学生签到_特征向量.csv,"属于3类。强项:作业提交_vector_composite.csv, 风险:学生签到_特征向量.csv。"
pjxwzxbj996,0,学生签到_特征向量.csv,基本信息_vector_variable.csv,"属于0类。强项:学生签到_特征向量.csv, 风险:基本信息_vector_variable.csv。"
pjxwzxbj997,0,Scholarship_vector.csv,基本信息_vector_variable.csv,"属于0类。强项:Scholarship_vector.csv, 风险:基本信息_vector_variable.csv。"
pjxwzxbj998,3,Evaluation_vector.csv,讨论记录_特征向量_vector.xlsx,"属于3类。强项:Evaluation_vector.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxwzxfj975,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxwzxfj977,1,基本信息_vector_variable.csv,Graduate_vector.csv,"属于1类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxwzxfj981,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxwzxfj983,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxwzxfj984,3,Evaluation_vector.csv,Graduate_vector.csv,"属于3类。强项:Evaluation_vector.csv, 风险:Graduate_vector.csv。"
pjxwzxfj987,3,Evaluation_vector.csv,Graduate_vector.csv,"属于3类。强项:Evaluation_vector.csv, 风险:Graduate_vector.csv。"
pjxwzxfj991,3,Evaluation_vector.csv,Graduate_vector.csv,"属于3类。强项:Evaluation_vector.csv, 风险:Graduate_vector.csv。"
pjxwzxfj992,0,日常锻炼_vector.xlsx,Graduate_vector.csv,"属于0类。强项:日常锻炼_vector.xlsx, 风险:Graduate_vector.csv。"
pjxwzxfj993,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxwzxfj994,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxwzxkj985,0,选课_vector_variable.csv,基本信息_vector_variable.csv,"属于0类。强项:选课_vector_variable.csv, 风险:基本信息_vector_variable.csv。"
pjxwzxkj989,0,选课_vector_variable.csv,线上学习_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:线上学习_vector_composite.csv。"
pjxwzxkj991,0,选课_vector_variable.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:选课_vector_variable.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxwzxkj992,0,选课_vector_variable.csv,Evaluation_vector.csv,"属于0类。强项:选课_vector_variable.csv, 风险:Evaluation_vector.csv。"
pjxwzxkj993,0,选课_vector_variable.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:选课_vector_variable.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxwzxkj996,3,选课_vector_variable.csv,成绩_vector_variable.csv,"属于3类。强项:选课_vector_variable.csv, 风险:成绩_vector_variable.csv。"
pjxwzxkj998,3,选课_vector_variable.csv,社团活动_特征向量_vector.xlsx,"属于3类。强项:选课_vector_variable.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxxxxbj901,3,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于3类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj904,3,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于3类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj907,3,日常锻炼_vector.xlsx,作业提交_vector_composite.csv,"属于3类。强项:日常锻炼_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj908,3,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于3类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj910,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj911,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj912,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj913,2,日常锻炼_vector.xlsx,run_vector_data.xlsx,"属于2类。强项:日常锻炼_vector.xlsx, 风险:run_vector_data.xlsx。"
pjxxxxbj914,3,图书馆_特征轨迹_vector.xlsx,作业提交_vector_composite.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj915,2,Scholarship_vector.csv,作业提交_vector_composite.csv,"属于2类。强项:Scholarship_vector.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj916,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj917,0,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj921,0,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj922,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj923,3,图书馆_特征轨迹_vector.xlsx,作业提交_vector_composite.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj930,3,图书馆_特征轨迹_vector.xlsx,作业提交_vector_composite.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj932,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj933,0,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj937,3,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于3类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj941,2,体育课_特征向量_vector.xlsx,作业提交_vector_composite.csv,"属于2类。强项:体育课_特征向量_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj942,0,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj943,3,图书馆_特征轨迹_vector.xlsx,作业提交_vector_composite.csv,"属于3类。强项:图书馆_特征轨迹_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj944,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj945,2,体育课_特征向量_vector.xlsx,作业提交_vector_composite.csv,"属于2类。强项:体育课_特征向量_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj953,0,体育课_特征向量_vector.xlsx,作业提交_vector_composite.csv,"属于0类。强项:体育课_特征向量_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj955,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj957,0,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj958,2,Scholarship_vector.csv,作业提交_vector_composite.csv,"属于2类。强项:Scholarship_vector.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj963,2,图书馆_特征轨迹_vector.xlsx,作业提交_vector_composite.csv,"属于2类。强项:图书馆_特征轨迹_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj966,0,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj968,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj970,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj975,0,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj980,0,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj981,2,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj986,2,student_behavior_vector.xlsx,作业提交_vector_composite.csv,"属于2类。强项:student_behavior_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj987,0,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj988,0,体育课_特征向量_vector.xlsx,作业提交_vector_composite.csv,"属于0类。强项:体育课_特征向量_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxxxxbj989,2,成绩_vector_variable.csv,作业提交_vector_composite.csv,"属于2类。强项:成绩_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj995,0,选课_vector_variable.csv,作业提交_vector_composite.csv,"属于0类。强项:选课_vector_variable.csv, 风险:作业提交_vector_composite.csv。"
pjxxxxbj997,0,学科竞赛_vector_composite.csv,作业提交_vector_composite.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:作业提交_vector_composite.csv。"
pjxxztbj990,1,Portrait_vector.csv,学生签到_特征向量.csv,"属于1类。强项:Portrait_vector.csv, 风险:学生签到_特征向量.csv。"
pjxxztbj994,1,Evaluation_vector.csv,社团活动_特征向量_vector.xlsx,"属于1类。强项:Evaluation_vector.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxxztbj995,1,图书馆_特征轨迹_vector.xlsx,Scholarship_vector.csv,"属于1类。强项:图书馆_特征轨迹_vector.xlsx, 风险:Scholarship_vector.csv。"
pjxxztbj998,1,Evaluation_vector.csv,体能_vector_variable.csv,"属于1类。强项:Evaluation_vector.csv, 风险:体能_vector_variable.csv。"
pjxxztfj972,0,基本信息_vector_variable.csv,选课_vector_variable.csv,"属于0类。强项:基本信息_vector_variable.csv, 风险:选课_vector_variable.csv。"
pjxxztfj975,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj982,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj986,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj988,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj991,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj992,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj995,3,基本信息_vector_variable.csv,Graduate_vector.csv,"属于3类。强项:基本信息_vector_variable.csv, 风险:Graduate_vector.csv。"
pjxxztfj997,3,日常锻炼_vector.xlsx,选课_vector_variable.csv,"属于3类。强项:日常锻炼_vector.xlsx, 风险:选课_vector_variable.csv。"
pjxxzxbj995,3,体育课_特征向量_vector.xlsx,讨论记录_特征向量_vector.xlsx,"属于3类。强项:体育课_特征向量_vector.xlsx, 风险:讨论记录_特征向量_vector.xlsx。"
pjxxzxbj998,2,Evaluation_vector.csv,成绩_vector_variable.csv,"属于2类。强项:Evaluation_vector.csv, 风险:成绩_vector_variable.csv。"
pjxxzxkj978,2,体测数据_特征轨迹_vector.xlsx,学生签到_特征向量.csv,"属于2类。强项:体测数据_特征轨迹_vector.xlsx, 风险:学生签到_特征向量.csv。"
pjxxzxkj979,2,体测数据_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于2类。强项:体测数据_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxxzxkj981,2,Portrait_vector.csv,四六级_特征向量_vector.xlsx,"属于2类。强项:Portrait_vector.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxxzxkj983,2,student_behavior_vector.xlsx,四六级_特征向量_vector.xlsx,"属于2类。强项:student_behavior_vector.xlsx, 风险:四六级_特征向量_vector.xlsx。"
pjxxzxkj987,0,图书馆_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于0类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxxzxkj990,0,Scholarship_vector.csv,Evaluation_vector.csv,"属于0类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjxxzxkj991,2,Portrait_vector.csv,社团活动_特征向量_vector.xlsx,"属于2类。强项:Portrait_vector.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxxzxkj995,2,Portrait_vector.csv,基本信息_vector_variable.csv,"属于2类。强项:Portrait_vector.csv, 风险:基本信息_vector_variable.csv。"
pjxxzxkj997,0,学科竞赛_vector_composite.csv,基本信息_vector_variable.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:基本信息_vector_variable.csv。"
pjxxzxkj998,2,Evaluation_vector.csv,学生签到_特征向量.csv,"属于2类。强项:Evaluation_vector.csv, 风险:学生签到_特征向量.csv。"
pjxyqwbj001,2,学生签到_特征向量.csv,学科竞赛_vector_composite.csv,"属于2类。强项:学生签到_特征向量.csv, 风险:学科竞赛_vector_composite.csv。"
pjxyqwbj002,2,Scholarship_vector.csv,讨论记录_特征向量_vector.xlsx,"属于2类。强项:Scholarship_vector.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj003,1,体测数据_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于1类。强项:体测数据_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj004,0,体测数据_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于0类。强项:体测数据_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj006,0,Scholarship_vector.csv,Evaluation_vector.csv,"属于0类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj007,1,Evaluation_vector.csv,成绩_vector_variable.csv,"属于1类。强项:Evaluation_vector.csv, 风险:成绩_vector_variable.csv。"
pjxyqwbj013,0,学生签到_特征向量.csv,体能_vector_variable.csv,"属于0类。强项:学生签到_特征向量.csv, 风险:体能_vector_variable.csv。"
pjxyqwbj015,2,社团活动_特征向量_vector.xlsx,student_behavior_vector.xlsx,"属于2类。强项:社团活动_特征向量_vector.xlsx, 风险:student_behavior_vector.xlsx。"
pjxyqwbj016,2,Tags_vector.csv,社团活动_特征向量_vector.xlsx,"属于2类。强项:Tags_vector.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj018,1,Tags_vector.csv,讨论记录_特征向量_vector.xlsx,"属于1类。强项:Tags_vector.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj020,0,student_behavior_vector.xlsx,讨论记录_特征向量_vector.xlsx,"属于0类。强项:student_behavior_vector.xlsx, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj022,2,图书馆_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于2类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj023,1,线上学习_vector_composite.csv,四六级_特征向量_vector.xlsx,"属于1类。强项:线上学习_vector_composite.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxyqwbj027,2,日常锻炼_vector.xlsx,run_vector_data.xlsx,"属于2类。强项:日常锻炼_vector.xlsx, 风险:run_vector_data.xlsx。"
pjxyqwbj031,1,体测数据_特征轨迹_vector.xlsx,基本信息_vector_variable.csv,"属于1类。强项:体测数据_特征轨迹_vector.xlsx, 风险:基本信息_vector_variable.csv。"
pjxyqwbj033,2,体测数据_特征轨迹_vector.xlsx,Tags_vector.csv,"属于2类。强项:体测数据_特征轨迹_vector.xlsx, 风险:Tags_vector.csv。"
pjxyqwbj034,2,成绩_vector_variable.csv,体育课_特征向量_vector.xlsx,"属于2类。强项:成绩_vector_variable.csv, 风险:体育课_特征向量_vector.xlsx。"
pjxyqwbj035,2,作业提交_vector_composite.csv,Portrait_vector.csv,"属于2类。强项:作业提交_vector_composite.csv, 风险:Portrait_vector.csv。"
pjxyqwbj036,0,图书馆_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于0类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj038,2,图书馆_特征轨迹_vector.xlsx,社团活动_特征向量_vector.xlsx,"属于2类。强项:图书馆_特征轨迹_vector.xlsx, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj041,2,Evaluation_vector.csv,四六级_特征向量_vector.xlsx,"属于2类。强项:Evaluation_vector.csv, 风险:四六级_特征向量_vector.xlsx。"
pjxyqwbj043,0,Tags_vector.csv,体能_vector_variable.csv,"属于0类。强项:Tags_vector.csv, 风险:体能_vector_variable.csv。"
pjxyqwbj044,2,体测数据_特征轨迹_vector.xlsx,体能_vector_variable.csv,"属于2类。强项:体测数据_特征轨迹_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj046,2,日常锻炼_vector.xlsx,run_vector_data.xlsx,"属于2类。强项:日常锻炼_vector.xlsx, 风险:run_vector_data.xlsx。"
pjxyqwbj047,1,Tags_vector.csv,讨论记录_特征向量_vector.xlsx,"属于1类。强项:Tags_vector.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj049,2,学生签到_特征向量.csv,Scholarship_vector.csv,"属于2类。强项:学生签到_特征向量.csv, 风险:Scholarship_vector.csv。"
pjxyqwbj050,2,Tags_vector.csv,run_vector_data.xlsx,"属于2类。强项:Tags_vector.csv, 风险:run_vector_data.xlsx。"
pjxyqwbj052,1,图书馆_特征轨迹_vector.xlsx,社团活动_特征向量_vector.xlsx,"属于1类。强项:图书馆_特征轨迹_vector.xlsx, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj053,0,图书馆_特征轨迹_vector.xlsx,体测数据_特征轨迹_vector.xlsx,"属于0类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体测数据_特征轨迹_vector.xlsx。"
pjxyqwbj054,0,图书馆_特征轨迹_vector.xlsx,讨论记录_特征向量_vector.xlsx,"属于0类。强项:图书馆_特征轨迹_vector.xlsx, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj058,0,学科竞赛_vector_composite.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj059,2,Evaluation_vector.csv,学科竞赛_vector_composite.csv,"属于2类。强项:Evaluation_vector.csv, 风险:学科竞赛_vector_composite.csv。"
pjxyqwbj061,2,student_behavior_vector.xlsx,社团活动_特征向量_vector.xlsx,"属于2类。强项:student_behavior_vector.xlsx, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj062,2,作业提交_vector_composite.csv,student_behavior_vector.xlsx,"属于2类。强项:作业提交_vector_composite.csv, 风险:student_behavior_vector.xlsx。"
pjxyqwbj069,0,student_behavior_vector.xlsx,Evaluation_vector.csv,"属于0类。强项:student_behavior_vector.xlsx, 风险:Evaluation_vector.csv。"
pjxyqwbj072,0,学科竞赛_vector_composite.csv,体育课_特征向量_vector.xlsx,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:体育课_特征向量_vector.xlsx。"
pjxyqwbj073,1,Scholarship_vector.csv,体测数据_特征轨迹_vector.xlsx,"属于1类。强项:Scholarship_vector.csv, 风险:体测数据_特征轨迹_vector.xlsx。"
pjxyqwbj077,0,学科竞赛_vector_composite.csv,学生签到_特征向量.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:学生签到_特征向量.csv。"
pjxyqwbj078,0,体育课_特征向量_vector.xlsx,run_vector_data.xlsx,"属于0类。强项:体育课_特征向量_vector.xlsx, 风险:run_vector_data.xlsx。"
pjxyqwbj080,1,student_behavior_vector.xlsx,社团活动_特征向量_vector.xlsx,"属于1类。强项:student_behavior_vector.xlsx, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj082,1,作业提交_vector_composite.csv,student_behavior_vector.xlsx,"属于1类。强项:作业提交_vector_composite.csv, 风险:student_behavior_vector.xlsx。"
pjxyqwbj084,0,学生签到_特征向量.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:学生签到_特征向量.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj085,2,体能_vector_variable.csv,讨论记录_特征向量_vector.xlsx,"属于2类。强项:体能_vector_variable.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj086,0,图书馆_特征轨迹_vector.xlsx,作业提交_vector_composite.csv,"属于0类。强项:图书馆_特征轨迹_vector.xlsx, 风险:作业提交_vector_composite.csv。"
pjxyqwbj087,2,Scholarship_vector.csv,Evaluation_vector.csv,"属于2类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj088,2,图书馆_特征轨迹_vector.xlsx,体测数据_特征轨迹_vector.xlsx,"属于2类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体测数据_特征轨迹_vector.xlsx。"
pjxyqwbj089,2,图书馆_特征轨迹_vector.xlsx,student_behavior_vector.xlsx,"属于2类。强项:图书馆_特征轨迹_vector.xlsx, 风险:student_behavior_vector.xlsx。"
pjxyqwbj090,1,图书馆_特征轨迹_vector.xlsx,Evaluation_vector.csv,"属于1类。强项:图书馆_特征轨迹_vector.xlsx, 风险:Evaluation_vector.csv。"
pjxyqwbj092,0,run_vector_data.xlsx,体育课_特征向量_vector.xlsx,"属于0类。强项:run_vector_data.xlsx, 风险:体育课_特征向量_vector.xlsx。"
pjxyqwbj095,1,Portrait_vector.csv,Evaluation_vector.csv,"属于1类。强项:Portrait_vector.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj098,1,日常锻炼_vector.xlsx,讨论记录_特征向量_vector.xlsx,"属于1类。强项:日常锻炼_vector.xlsx, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj100,1,Portrait_vector.csv,基本信息_vector_variable.csv,"属于1类。强项:Portrait_vector.csv, 风险:基本信息_vector_variable.csv。"
pjxyqwbj101,2,体育课_特征向量_vector.xlsx,体能_vector_variable.csv,"属于2类。强项:体育课_特征向量_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj104,0,学科竞赛_vector_composite.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj108,0,图书馆_特征轨迹_vector.xlsx,student_behavior_vector.xlsx,"属于0类。强项:图书馆_特征轨迹_vector.xlsx, 风险:student_behavior_vector.xlsx。"
pjxyqwbj109,0,学科竞赛_vector_composite.csv,Evaluation_vector.csv,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj112,0,Portrait_vector.csv,体能_vector_variable.csv,"属于0类。强项:Portrait_vector.csv, 风险:体能_vector_variable.csv。"
pjxyqwbj116,2,Evaluation_vector.csv,成绩_vector_variable.csv,"属于2类。强项:Evaluation_vector.csv, 风险:成绩_vector_variable.csv。"
pjxyqwbj117,0,学科竞赛_vector_composite.csv,讨论记录_特征向量_vector.xlsx,"属于0类。强项:学科竞赛_vector_composite.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj122,1,Portrait_vector.csv,讨论记录_特征向量_vector.xlsx,"属于1类。强项:Portrait_vector.csv, 风险:讨论记录_特征向量_vector.xlsx。"
pjxyqwbj125,0,Tags_vector.csv,社团活动_特征向量_vector.xlsx,"属于0类。强项:Tags_vector.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj126,0,Scholarship_vector.csv,Evaluation_vector.csv,"属于0类。强项:Scholarship_vector.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj129,2,Evaluation_vector.csv,Portrait_vector.csv,"属于2类。强项:Evaluation_vector.csv, 风险:Portrait_vector.csv。"
pjxyqwbj130,2,学科竞赛_vector_composite.csv,Evaluation_vector.csv,"属于2类。强项:学科竞赛_vector_composite.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj133,2,Tags_vector.csv,社团活动_特征向量_vector.xlsx,"属于2类。强项:Tags_vector.csv, 风险:社团活动_特征向量_vector.xlsx。"
pjxyqwbj139,2,student_behavior_vector.xlsx,Scholarship_vector.csv,"属于2类。强项:student_behavior_vector.xlsx, 风险:Scholarship_vector.csv。"
pjxyqwbj146,1,基本信息_vector_variable.csv,Evaluation_vector.csv,"属于1类。强项:基本信息_vector_variable.csv, 风险:Evaluation_vector.csv。"
pjxyqwbj149,2,作业提交_vector_composite.csv,选课_vector_variable.csv,"属于2类。强项:作业提交_vector_composite.csv, 风险:选课_vector_variable.csv。"
pjxyqwbj150,2,student_behavior_vector.xlsx,体能_vector_variable.csv,"属于2类。强项:student_behavior_vector.xlsx, 风险:体能_vector_variable.csv。"
pjxyqwbj153,0,student_behavior_vector.xlsx,run_vector_data.xlsx,"属于0类。强项:student_behavior_vector.xlsx, 风险:run_vector_data.xlsx。"
pjxyqwbj154,2,图书馆_特征轨迹_vector.xlsx,体测数据_特征轨迹_vector.xlsx,"属于2类。强项:图书馆_特征轨迹_vector.xlsx, 风险:体测数据_特征轨迹_vector.xlsx。"
